,time,lat,lon,seconds,Noise,Description
0,2019-10-17 15:01:50,"4,63491393","-74,08254946",4,0.4,"Biblioteca silenciosa, llamadas de aves"
1,2019-10-17 15:01:54,"4,63485987","-74,08258235",4,0.46020599913279625,"Oficina tranquila, lluvias moderadas"
2,2019-10-17 15:01:58,"4,6349981","-74,0824939",4,0.4954242509439325,"Oficina tranquila, lluvias moderadas"
3,2019-10-17 15:02:02,"4,63492698","-74,0824953",3,0.5204119982655925,Conversacion normal
4,2019-10-17 15:02:05,"4,63488469","-74,08251715",3,0.5397940008672037,Conversacion normal
5,2019-10-17 15:02:08,"4,63488469","-74,08251715",3,0.5556302500767287,Conversacion normal
6,2019-10-17 15:02:11,"4,63486442","-74,08252836",3,0.5690196080028513,Conversacion normal
7,2019-10-17 15:02:14,"4,63489784","-74,08249892",3,0.5806179973983887,Conversacion normal
8,2019-10-17 15:02:17,"4,63491471","-74,08249246",1,0.590848501887865,Conversacion normal
9,2019-10-17 15:02:18,"4,63490646","-74,08250449",5,0.6,Conversacion normal
10,2019-10-17 15:02:23,"4,63488641","-74,08252115",1,0.608278537031645,"Trafico Ocupado, aspirador"
11,2019-10-17 15:02:24,"4,63488628","-74,08252146",3,0.615836249209525,"Trafico Ocupado, aspirador"
12,2019-10-17 15:02:27,"4,63488628","-74,08252146",4,0.6227886704613674,"Trafico Ocupado, aspirador"
13,2019-10-17 15:02:31,"4,63488644","-74,08252143",4,0.6292256071356476,"Trafico Ocupado, aspirador"
14,2019-10-17 15:02:35,"4,63489138","-74,08251836",1,0.6352182518111362,"Trafico Ocupado, aspirador"
15,2019-10-17 15:02:36,"4,63489138","-74,08251836",3,0.640823996531185,"Trafico Ocupado, aspirador"
16,2019-10-17 15:02:39,"4,63489138","-74,08251836",5,0.6460897842756548,"Trafico Ocupado, aspirador"
17,2019-10-17 15:02:44,"4,63490472","-74,08251065",3,0.6510545010206612,"Trafico Ocupado, aspirador"
18,2019-10-17 15:02:47,"4,63489896","-74,08251197",3,0.6557507201905658,"Trafico Ocupado, aspirador"
