,time,lat,lon,seconds,Noise,Description
0,2019-10-09 09:20:33,"4,63736305","-74,08268826",6,0.4,"Biblioteca silenciosa, llamadas de aves"
1,2019-10-09 09:20:39,"4,63729498","-74,08271213",6,0.46020599913279625,"Oficina tranquila, lluvias moderadas"
2,2019-10-09 09:20:45,"4,63740417","-74,08268158",6,0.4954242509439325,"Oficina tranquila, lluvias moderadas"
3,2019-10-09 09:20:51,"4,63740435","-74,08265817",6,0.5204119982655925,Conversacion normal
4,2019-10-09 09:20:57,"4,6372947","-74,08277837",4,0.5397940008672037,Conversacion normal
5,2019-10-09 09:20:59,"4,6373778","-74,0826759",10,0.5556302500767287,Conversacion normal
6,2019-10-09 09:21:09,"4,63734436","-74,08272757",7,0.5690196080028513,Conversacion normal
7,2019-10-09 09:20:59,"4,6373859","-74,0826604",27,0.5806179973983887,Conversacion normal
8,2019-10-09 09:21:14,"4,6374408","-74,0826419",18,0.590848501887865,Conversacion normal
9,2019-10-09 09:21:32,"4,6372898","-74,0825237",5,0.6,Conversacion normal
10,2019-10-09 09:21:37,"4,63721351","-74,08256507",1,0.608278537031645,"Trafico Ocupado, aspirador"
11,2019-10-09 09:21:32,"4,6372707","-74,0824286",11,0.615836249209525,"Trafico Ocupado, aspirador"
12,2019-10-09 09:21:43,"4,63720321","-74,08255639",2,0.6227886704613674,"Trafico Ocupado, aspirador"
13,2019-10-09 09:21:45,"4,63720321","-74,08255639",5,0.6292256071356476,"Trafico Ocupado, aspirador"
14,2019-10-09 09:21:50,"4,63718172","-74,08255726",1,0.6352182518111362,"Trafico Ocupado, aspirador"
15,2019-10-09 09:21:51,"4,63720001","-74,08255274",5,0.640823996531185,"Trafico Ocupado, aspirador"
16,2019-10-09 09:21:56,"4,63719564","-74,08255178",3,0.6460897842756548,"Trafico Ocupado, aspirador"
17,2019-10-09 09:21:59,"4,63718994","-74,0825512",1,0.6510545010206612,"Trafico Ocupado, aspirador"
18,2019-10-09 09:22:00,"4,63717261","-74,08254944",4,0.6557507201905658,"Trafico Ocupado, aspirador"
19,2019-10-09 09:22:01,"4,6370557","-74,0822383",6,0.6602059991327962,"Trafico Ocupado, aspirador"
20,2019-10-09 09:22:07,"4,63692512","-74,08240836",5,0.6644438589467839,"Trafico Ocupado, aspirador"
21,2019-10-09 09:22:12,"4,63687418","-74,08249314",1,0.6684845361644411,"Trafico Ocupado, aspirador"
22,2019-10-09 09:22:01,"4,6370552","-74,0824023",19,0.6723455672035186,"Trafico Ocupado, aspirador"
23,2019-10-09 09:22:20,"4,63685261","-74,08256858",1,0.6760422483423213,"Trafico Ocupado, aspirador"
24,2019-10-09 09:22:21,"4,63684328","-74,08258135",5,0.6795880017344075,"Trafico Ocupado, aspirador"
25,2019-10-09 09:22:01,"4,6370168","-74,0824471",28,0.6829946695941637,"Trafico Ocupado, aspirador"
26,2019-10-09 09:22:29,"4,6367466","-74,08261687",4,0.6862727528317975,"Trafico Ocupado, aspirador"
27,2019-10-09 09:22:33,"4,63678414","-74,08263483",2,0.6894316062684439,"Trafico Ocupado, aspirador"
28,2019-10-09 09:22:35,"4,63679101","-74,08264982",3,0.6924795995797912,"Trafico Ocupado, aspirador"
29,2019-10-09 09:22:38,"4,63675028","-74,08266048",3,0.6954242509439326,"Trafico Ocupado, aspirador"
30,2019-10-09 09:22:41,"4,6367247","-74,0826285",4,0.6982723387668546,"Trafico Ocupado, aspirador"
31,2019-10-09 09:22:45,"4,63671574","-74,08264731",1,0.7010299956639813,"Musica de la carga, despertadores"
32,2019-10-09 09:22:46,"4,63669886","-74,08265238",4,0.7037027879755775,"Musica de la carga, despertadores"
33,2019-10-09 09:22:50,"4,63666358","-74,08267349",1,0.706295783408451,"Musica de la carga, despertadores"
34,2019-10-09 09:22:51,"4,63664281","-74,08267986",3,0.7088136088700552,"Musica de la carga, despertadores"
35,2019-10-09 09:22:54,"4,63661615","-74,08268804",4,0.7112605001534574,"Musica de la carga, despertadores"
36,2019-10-09 09:22:58,"4,6365153","-74,08270781",1,0.713640344813399,"Musica de la carga, despertadores"
37,2019-10-09 09:22:59,"4,6364983","-74,08269511",3,0.715956719323362,"Musica de la carga, despertadores"
38,2019-10-09 09:23:02,"4,63646515","-74,08269202",3,0.7182129214052998,"Musica de la carga, despertadores"
39,2019-10-09 09:23:05,"4,63652586","-74,08273454",2,0.7204119982655925,"Musica de la carga, despertadores"
40,2019-10-09 09:23:07,"4,63650061","-74,08273783",4,0.7225567713439471,"Musica de la carga, despertadores"
41,2019-10-09 09:23:11,"4,63643255","-74,08271742",1,0.7246498580795802,"Musica de la carga, despertadores"
42,2019-10-09 09:23:12,"4,63641301","-74,08272284",4,0.7266936911159172,"Musica de la carga, despertadores"
43,2019-10-09 09:23:16,"4,63638769","-74,08270738",1,0.7286905352972375,"Musica de la carga, despertadores"
44,2019-10-09 09:23:17,"4,63636949","-74,0827007",5,0.7306425027550688,"Musica de la carga, despertadores"
45,2019-10-09 09:23:22,"4,63633822","-74,08273382",1,0.7325515663363149,"Musica de la carga, despertadores"
46,2019-10-09 09:23:23,"4,63632631","-74,08273448",3,0.7344195715871434,"Musica de la carga, despertadores"
47,2019-10-09 09:23:26,"4,6363045","-74,08273903",3,0.7362482474751175,"Musica de la carga, despertadores"
48,2019-10-09 09:23:29,"4,63623752","-74,08270582",2,0.7380392160057028,"Musica de la carga, despertadores"
49,2019-10-09 09:23:31,"4,63621651","-74,08270271",1,0.7397940008672037,"Musica de la carga, despertadores"
50,2019-10-09 09:23:32,"4,6355645","-74,0825522",6,0.7415140352195873,"Musica de la carga, despertadores"
51,2019-10-09 09:23:38,"4,63605487","-74,08269027",3,0.7432006687269598,"Musica de la carga, despertadores"
52,2019-10-09 09:23:41,"4,63605279","-74,08266546",3,0.7448551739201578,"Musica de la carga, despertadores"
53,2019-10-09 09:23:44,"4,63601424","-74,08265234",3,0.7464787519645937,"Musica de la carga, despertadores"
54,2019-10-09 09:23:47,"4,63601003","-74,08265617",3,0.7480725378988486,"Musica de la carga, despertadores"
55,2019-10-09 09:23:50,"4,63596731","-74,08266845",3,0.7496376054012401,"Musica de la carga, despertadores"
56,2019-10-09 09:23:53,"4,63592292","-74,08266677",1,0.7511749711344982,"Musica de la carga, despertadores"
57,2019-10-09 09:23:54,"4,63590503","-74,08266125",5,0.7526855987125874,"Musica de la carga, despertadores"
58,2019-10-09 09:23:59,"4,63589207","-74,08268189",1,0.7541704023284288,"Musica de la carga, despertadores"
59,2019-10-09 09:24:00,"4,63587496","-74,08268401",3,0.7556302500767288,"Musica de la carga, despertadores"
60,2019-10-09 09:24:03,"4,635854","-74,08268591",3,0.7570659670021533,"Musica de la carga, despertadores"
61,2019-10-09 09:24:06,"4,63585883","-74,08264662",2,0.7584783378996508,"Musica de la carga, despertadores"
62,2019-10-09 09:24:08,"4,6358393","-74,08264474",2,0.7598681098907163,"Musica de la carga, despertadores"
63,2019-10-09 09:24:10,"4,63582005","-74,08264285",4,0.7612359947967774,"Musica de la carga, despertadores"
64,2019-10-09 09:24:14,"4,63576174","-74,08268366",2,0.762582671328571,"Musica de la carga, despertadores"
65,2019-10-09 09:24:16,"4,6357373","-74,08268876",4,0.7639087871083737,"Musica de la carga, despertadores"
66,2019-10-09 09:24:20,"4,63564852","-74,08264448",3,0.7652149605401652,"Musica de la carga, despertadores"
67,2019-10-09 09:24:23,"4,63564964","-74,08271432",3,0.7665017825412472,"Musica de la carga, despertadores"
68,2019-10-09 09:24:26,"4,63568439","-74,08274492",3,0.7677698181474512,"Musica de la carga, despertadores"
69,2019-10-09 09:24:29,"4,63568126","-74,08279843",3,0.7690196080028514,"Musica de la carga, despertadores"
70,2019-10-09 09:24:32,"4,6356748","-74,08285901",3,0.7702516697438151,"Musica de la carga, despertadores"
71,2019-10-09 09:24:35,"4,63567761","-74,08289964",3,0.7714664992862537,"Musica de la carga, despertadores"
72,2019-10-09 09:24:38,"4,63564849","-74,08295375",1,0.7726645720240911,"Musica de la carga, despertadores"
73,2019-10-09 09:24:39,"4,63563771","-74,08297338",5,0.7738463439461952,"Musica de la carga, despertadores"
74,2019-10-09 09:24:44,"4,63559648","-74,08301983",1,0.7750122526783401,"Musica de la carga, despertadores"
75,2019-10-09 09:24:34,"4,6356497","-74,0828193",16,0.7761627184561581,"Musica de la carga, despertadores"
76,2019-10-09 09:24:50,"4,63559335","-74,08314776",2,0.7772981450344963,"Musica de la carga, despertadores"
77,2019-10-09 09:24:52,"4,63558778","-74,08317596",4,0.778418920538096,"Musica de la carga, despertadores"
78,2019-10-09 09:24:43,"4,6356201","-74,0828278",18,0.7795254182580882,"Musica de la carga, despertadores"
79,2019-10-09 09:25:01,"4,63567371","-74,08312898",3,0.7806179973983888,"Musica de la carga, despertadores"
80,2019-10-09 09:25:04,"4,63569631","-74,08313063",3,0.7816970037757299,"Musica de la carga, despertadores"
81,2019-10-09 09:25:07,"4,63569492","-74,0831819",3,0.7827627704767434,"Musica de la carga, despertadores"
82,2019-10-09 09:25:10,"4,63571935","-74,08319234",1,0.7838156184752149,"Musica de la carga, despertadores"
83,2019-10-09 09:25:11,"4,63572963","-74,08322927",5,0.7848558572123763,"Musica de la carga, despertadores"
84,2019-10-09 09:25:16,"4,63571576","-74,08329039",1,0.7858837851428585,"Musica de la carga, despertadores"
85,2019-10-09 09:25:08,"4,6357099","-74,0833396",15,0.7868996902487134,"Musica de la carga, despertadores"
86,2019-10-09 09:25:23,"4,63571523","-74,08336383",4,0.7879038505237236,"Musica de la carga, despertadores"
87,2019-10-09 09:25:27,"4,63578297","-74,08341626",3,0.7888965344300337,"Musica de la carga, despertadores"
88,2019-10-09 09:25:30,"4,63581412","-74,08343761",3,0.7898780013289826,"Musica de la carga, despertadores"
89,2019-10-09 09:25:33,"4,63585231","-74,0834922",3,0.790848501887865,"Musica de la carga, despertadores"
90,2019-10-09 09:25:36,"4,63585607","-74,08353849",3,0.7918082784642186,"Musica de la carga, despertadores"
91,2019-10-09 09:25:28,"4,6357073","-74,0835109",16,0.7927575654691111,"Musica de la carga, despertadores"
92,2019-10-09 09:25:44,"4,63576283","-74,08359",3,0.793696589710787,"Musica de la carga, despertadores"
93,2019-10-09 09:25:36,"4,6358314","-74,0836093",17,0.7946255707199397,"Musica de la carga, despertadores"
94,2019-10-09 09:25:53,"4,63577814","-74,08371582",3,0.7955447210577695,"Musica de la carga, despertadores"
95,2019-10-09 09:25:56,"4,6357751","-74,08369859",3,0.7964542466079136,"Musica de la carga, despertadores"
96,2019-10-09 09:25:59,"4,63579514","-74,08371992",3,0.7973543468532489,"Musica de la carga, despertadores"
97,2019-10-09 09:26:02,"4,63580619","-74,08374642",3,0.798245215138499,"Musica de la carga, despertadores"
98,2019-10-09 09:25:58,"4,6357232","-74,0838275",13,0.79912703891951,"Musica de la carga, despertadores"
99,2019-10-09 09:26:11,"4,63576679","-74,08382403",3,0.8,"Musica de la carga, despertadores"
100,2019-10-09 09:26:07,"4,6357681","-74,0838641",13,0.8008642747565285,"Carro diesel, cortacespedes"
101,2019-10-09 09:26:20,"4,63587273","-74,08390178",3,0.8017200343523834,"Carro diesel, cortacespedes"
102,2019-10-09 09:26:23,"4,63587163","-74,08392957",2,0.8025674449410345,"Carro diesel, cortacespedes"
103,2019-10-09 09:26:25,"4,6356672","-74,0838812",2,0.803406667859756,"Carro diesel, cortacespedes"
104,2019-10-09 09:26:27,"4,63587406","-74,08396216",4,0.8042378598139877,"Carro diesel, cortacespedes"
105,2019-10-09 09:26:31,"4,63588968","-74,0840236",1,0.8050611730529539,"Carro diesel, cortacespedes"
106,2019-10-09 09:26:30,"4,6356672","-74,0838812",7,0.8058767555370419,"Carro diesel, cortacespedes"
107,2019-10-09 09:26:37,"4,63585824","-74,08412857",2,0.8066847510973899,"Carro diesel, cortacespedes"
108,2019-10-09 09:26:39,"4,63586772","-74,0841582",4,0.8074852995881246,"Carro diesel, cortacespedes"
109,2019-10-09 09:26:30,"4,6356452","-74,0839794",18,0.808278537031645,"Carro diesel, cortacespedes"
110,2019-10-09 09:26:48,"4,63580295","-74,08417628",3,0.8090645957573315,"Carro diesel, cortacespedes"
111,2019-10-09 09:26:51,"4,63582681","-74,08425343",3,0.8098436045340363,"Carro diesel, cortacespedes"
112,2019-10-09 09:26:41,"4,6357551","-74,0842768",18,0.8106156886966839,"Carro diesel, cortacespedes"
113,2019-10-09 09:26:59,"4,63574125","-74,08442326",3,0.8113809702672944,"Carro diesel, cortacespedes"
114,2019-10-09 09:27:02,"4,63571806","-74,08444467",3,0.8121395680707224,"Carro diesel, cortacespedes"
115,2019-10-09 09:27:05,"4,63572594","-74,08448702",3,0.8128915978453836,"Carro diesel, cortacespedes"
116,2019-10-09 09:27:08,"4,63571625","-74,08449901",3,0.8136371723492323,"Carro diesel, cortacespedes"
117,2019-10-09 09:27:11,"4,63569873","-74,08450019",3,0.814376401461225,"Carro diesel, cortacespedes"
118,2019-10-09 09:27:14,"4,63569709","-74,08448995",4,0.8151093922785061,"Carro diesel, cortacespedes"
119,2019-10-09 09:27:05,"4,6355273","-74,0844327",16,0.815836249209525,"Carro diesel, cortacespedes"
120,2019-10-09 09:27:21,"4,63566334","-74,08440832",2,0.81655707406329,"Carro diesel, cortacespedes"
121,2019-10-09 09:27:23,"4,63566364","-74,08441423",4,0.8172719661349496,"Carro diesel, cortacespedes"
122,2019-10-09 09:27:15,"4,6355129","-74,0844454",18,0.8179810222878795,"Carro diesel, cortacespedes"
123,2019-10-09 09:27:33,"4,63553202","-74,08436622",1,0.818684337032447,"Carro diesel, cortacespedes"
124,2019-10-09 09:27:34,"4,63551462","-74,08436082",4,0.8193820026016112,"Carro diesel, cortacespedes"
125,2019-10-09 09:27:35,"4,6356316","-74,0843209",9,0.8200741090235125,"Carro diesel, cortacespedes"
126,2019-10-09 09:27:44,"4,63540559","-74,08433318",1,0.8207607441911914,"Carro diesel, cortacespedes"
127,2019-10-09 09:27:45,"4,63538795","-74,0843174",3,0.8214419939295736,"Carro diesel, cortacespedes"
128,2019-10-09 09:27:40,"4,6356324","-74,0842834",14,0.8221179420598497,"Carro diesel, cortacespedes"
129,2019-10-09 09:27:54,"4,63530075","-74,08433431",1,0.8227886704613673,"Carro diesel, cortacespedes"
